fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
10.2,0.44,0.5,1.8,0.084,6.0,31.0,0.99679,3.29,0.81,11.7
7.8,0.57,0.26,2.0,0.08,63.0,140.0,0.99699,3.23,0.7,9.3
10.2,0.32,0.33,2.1,0.059,5.0,20.0,0.99602,3.16,0.56,11.2
6.9,0.51,0.31,4.3,0.089,19.0,36.0,0.99679,3.31,0.81,9.8
8.9,0.37,0.43,2.5,0.078,3.0,22.0,0.99801,3.38,0.5,10.2
7.0,0.57,0.28,5.5,0.108,38.0,141.0,0.99602,3.3,0.9,10.9
10.6,0.66,0.06,2.0,0.073,10.0,27.0,0.99791,3.12,0.48,9.6
6.5,0.61,0.25,3.0,0.099,13.0,17.0,0.99586,3.48,0.52,11.1
10.8,0.39,0.47,2.0,0.084,11.0,32.0,0.99796,3.22,0.93,11.3
8.5,0.58,0.3,2.1,0.043,11.0,14.0,0.99607,3.35,0.5,12.1
7.9,0.66,0.47,2.5,0.093,14.0,74.0,0.99602,3.26,0.69,11.9
8.6,0.66,0.28,1.7,0.046,19.0,138.0,0.99607,3.29,0.6,9.7
9.1,0.25,0.49,2.0,0.084,6.0,10.0,0.99693,3.03,0.99,9.6
9.0,0.31,0.48,3.7,0.079,54.0,86.0,0.99691,3.29,0.61,11.3
8.9,0.67,0.3,1.5,0.079,5.0,25.0,0.99494,3.18,0.68,10.9
8.3,0.55,0.32,1.9,0.054,6.0,27.0,0.99707,3.47,0.54,10.8
7.6,0.37,0.49,2.5,0.097,22.0,51.0,0.99608,3.3,0.77,11.3
7.6,0.62,0.21,1.7,0.14,7.0,12.0,0.99694,3.38,0.94,9.5
8.4,0.36,0.46,2.0,0.082,10.0,24.0,0.99708,3.41,0.84,10.2
10.0,0.43,0.58,2.1,0.087,11.0,23.0,0.99701,2.99,0.78,10.0
6.6,0.6,0.3,2.1,0.076,27.0,66.0,0.99586,3.3,0.56,10.2
7.8,0.65,0.02,5.8,0.115,34.0,86.0,0.99818,3.26,0.63,9.2
12.0,0.42,0.63,1.7,0.085,5.0,21.0,0.9971,3.16,0.73,10.0
7.0,0.31,0.31,2.9,0.065,10.0,18.0,0.99709,3.48,0.59,9.7
8.4,0.52,0.49,1.6,0.246,14.0,64.0,0.99805,3.16,0.89,9.3
8.3,0.81,0.05,5.9,0.053,6.0,67.0,0.99903,3.16,0.5,9.1
10.5,0.29,0.38,2.0,0.044,8.0,21.0,0.99613,3.11,0.53,10.4
7.9,0.4,0.39,2.0,0.098,18.0,67.0,0.99695,3.27,0.75,9.5
9.1,0.75,0.2,1.9,0.08,11.0,15.0,0.99812,3.42,0.59,9.5
7.5,0.72,0.07,2.3,0.099,13.0,28.0,0.99601,3.48,0.64,10.5
6.0,0.42,0.05,1.2,0.044,8.0,10.0,0.99214,3.97,0.44,10.5
10.0,0.58,0.27,2.5,0.082,18.0,32.0,0.99997,3.24,0.55,9.0
6.3,0.58,0.12,1.9,0.08,31.0,76.0,0.99584,3.67,0.55,10.4
11.1,0.48,0.15,2.1,0.069,7.0,22.0,0.99812,3.18,0.9,10.5
7.4,0.35,0.23,1.9,0.079,10.0,21.0,0.99604,3.21,0.45,10.2
9.3,0.47,0.28,2.8,0.065,30.0,20.0,0.99595,3.31,0.5,11.1
7.3,0.48,0.14,1.7,0.072,21.0,12.0,0.996,3.45,0.87,10.2
10.0,0.61,0.06,3.2,0.079,17.0,20.0,0.99805,3.16,0.66,9.8
7.6,0.35,0.33,2.4,0.081,9.0,55.0,0.99701,3.31,0.68,10.9
6.4,0.61,0.01,2.3,0.083,22.0,71.0,0.995,3.28,0.78,10.8
7.7,0.55,0.27,5.5,0.078,25.0,147.0,0.99804,3.17,0.57,9.5
8.3,0.31,0.56,2.1,0.075,7.0,13.0,0.99614,3.36,0.64,11.5
7.1,0.36,0.31,1.5,0.106,6.0,14.0,0.99605,3.42,1.3,9.9
6.9,0.46,0.22,2.3,0.072,11.0,114.0,0.99593,3.38,0.98,12.5
8.4,0.38,0.5,2.6,0.121,23.0,47.0,0.99795,3.15,0.55,9.3
6.9,0.43,0.06,5.7,0.081,20.0,27.0,0.99604,3.47,0.63,11.0
8.9,0.25,0.49,13.7,0.062,9.0,40.0,0.99796,3.26,0.66,12.0
7.5,0.74,0.08,2.3,0.098,22.0,22.0,0.99706,3.4,0.48,9.8
7.7,0.4,0.29,1.9,0.096,4.0,31.0,0.99601,3.12,0.64,9.8
5.6,0.43,0.0,1.4,0.076,10.0,12.0,0.99079,3.63,0.59,12.4
6.9,0.49,0.02,2.3,0.101,43.0,68.0,0.99683,3.32,0.87,10.0
6.8,0.53,0.03,2.0,0.052,19.0,77.0,0.99591,3.49,0.59,9.6
6.7,0.53,0.02,2.1,0.049,44.0,280.0,0.99499,3.4,0.53,9.8
9.7,0.52,0.19,2.5,0.08,9.0,23.0,0.99712,3.13,0.65,9.5
11.2,0.51,0.26,1.5,0.082,3.0,12.0,0.9981,3.15,0.9,9.8
7.3,0.52,0.47,9.0,0.107,27.0,78.0,0.9971,3.43,0.55,11.4
9.1,0.38,0.53,7.4,0.052,17.0,26.0,0.99715,3.22,0.72,10.0
8.8,0.41,0.31,2.5,0.08,9.0,13.0,0.99599,3.12,0.54,10.2
9.9,0.37,0.48,2.8,0.065,16.0,60.0,0.99705,3.24,0.68,9.5
8.9,0.59,0.32,5.4,0.065,16.0,73.0,0.99796,3.35,0.68,10.9
10.6,0.4,0.54,2.4,0.081,21.0,43.0,0.99916,3.17,0.53,9.5
7.6,0.74,0.01,1.9,0.078,27.0,42.0,0.99613,3.38,0.51,9.4
10.9,0.68,0.3,2.5,0.189,11.0,43.0,0.99875,3.12,0.66,9.6
7.5,0.7,0.18,2.2,0.077,20.0,93.0,0.99595,3.35,0.48,9.4
9.7,0.4,0.49,1.9,0.11,13.0,25.0,0.99606,3.26,0.63,10.9
8.8,0.56,0.54,2.4,0.084,11.0,112.0,0.99606,3.24,0.74,10.1
7.2,0.58,0.18,2.2,0.085,31.0,137.0,0.99402,3.39,0.59,13.3
6.3,0.65,0.01,2.9,0.075,8.0,11.0,0.99592,3.38,0.54,10.5
8.9,0.44,0.19,4.3,0.071,14.0,57.0,0.99799,3.28,0.85,11.6
6.5,0.75,0.19,2.9,0.075,13.0,48.0,0.99487,3.4,0.42,11.3
7.1,0.25,0.3,2.5,0.088,26.0,59.0,0.99594,3.36,0.77,10.8
6.8,0.51,0.36,2.3,0.105,5.0,39.0,0.99599,3.4,0.71,12.5
12.4,0.43,0.36,2.2,0.081,5.0,23.0,0.99696,3.02,0.63,9.6
11.9,0.64,0.4,1.7,0.087,11.0,13.0,1.00236,3.31,0.61,9.2
5.5,0.4,0.36,1.9,0.098,15.0,44.0,0.99353,3.54,0.8,10.9
8.4,0.6,0.29,3.7,0.071,29.0,59.0,0.99495,3.25,1.0,14.4
8.2,0.35,0.52,5.8,0.089,18.0,65.0,0.99702,3.37,0.95,10.9
11.1,0.51,0.53,2.2,0.082,9.0,28.0,0.99695,3.15,0.77,11.9
12.3,0.54,0.37,2.5,0.093,9.0,26.0,1.00013,3.25,1.17,10.9
10.4,0.38,0.69,2.0,0.094,6.0,28.0,0.99591,3.0,0.85,12.1
7.3,0.78,0.31,1.9,0.101,6.0,24.0,0.99495,3.27,0.55,10.6
6.5,0.88,0.01,2.2,0.084,16.0,57.0,0.99501,3.37,0.6,9.4
8.4,0.73,0.13,2.0,0.087,21.0,87.0,0.99693,3.19,0.56,9.4
9.1,0.28,0.38,2.5,0.081,18.0,30.0,0.99609,3.34,0.61,11.1
12.2,0.26,0.56,1.9,0.074,4.0,16.0,0.99605,3.23,0.63,12.0
14.2,0.3,0.81,1.6,0.07,5.0,43.0,0.99595,3.01,0.93,12.7
8.6,0.28,0.46,2.5,0.081,5.0,15.0,0.99506,3.31,0.57,13.7
7.3,0.58,0.24,2.0,0.074,23.0,76.0,0.99585,3.44,0.74,11.5
7.5,0.62,0.21,2.4,0.133,11.0,52.0,0.99614,3.29,0.91,9.9
7.2,0.92,0.07,2.9,0.086,10.0,46.0,0.99793,3.36,0.59,9.5
6.2,0.61,0.0,1.7,0.068,21.0,113.0,0.99574,3.58,0.65,10.2
7.3,0.51,0.07,2.0,0.086,30.0,45.0,0.99601,3.23,0.77,8.9
8.0,0.34,0.45,1.9,0.088,5.0,13.0,0.99708,3.53,0.5,9.6
7.6,0.65,0.05,2.7,0.094,12.0,35.0,0.99773,3.3,0.56,9.6
9.4,0.44,0.11,2.4,0.11,28.0,63.0,0.99989,3.34,0.8,9.8
7.6,0.58,0.3,2.1,0.101,10.0,14.0,0.99799,3.36,0.61,9.4
7.1,0.8,0.02,3.5,0.069,33.0,130.0,0.99591,3.31,0.57,9.5
8.4,0.52,0.49,3.3,0.08,5.0,14.0,0.99589,3.16,0.74,12.5
7.5,0.34,0.51,3.2,0.091,22.0,42.0,0.99609,3.23,0.62,9.8
9.5,0.65,0.11,2.4,0.073,16.0,46.0,0.9979,3.38,0.47,9.7
8.4,0.37,0.19,2.8,0.403,11.0,20.0,0.99901,3.33,1.98,9.4
7.1,1.08,0.03,1.9,0.078,9.0,29.0,0.99408,3.41,0.58,11.9
11.8,0.58,0.3,2.5,0.073,5.0,21.0,0.99986,3.27,0.43,11.0
6.3,0.88,0.0,1.9,0.066,16.0,71.0,0.99593,3.45,0.42,10.1
8.4,0.65,0.44,1.3,0.058,24.0,25.0,0.99625,3.29,0.66,9.5
7.0,0.22,0.21,1.8,0.06,17.0,53.0,0.99588,3.16,0.75,9.6
7.7,0.94,0.07,2.1,0.061,5.0,32.0,0.99901,3.19,0.55,9.1
8.3,0.51,0.26,2.0,0.08,6.0,13.0,0.99596,3.35,0.86,12.9
7.3,0.38,0.25,1.7,0.069,18.0,47.0,0.99483,3.54,0.56,12.5
6.4,0.65,0.01,2.0,0.048,34.0,23.0,0.99695,3.98,0.44,9.7
7.4,0.62,0.05,2.7,0.067,13.0,20.0,0.99803,3.48,0.48,9.5
6.3,0.29,0.08,3.1,0.05,27.0,31.0,0.9959,3.56,0.53,9.6
7.5,0.57,0.45,2.2,0.091,15.0,106.0,0.99594,3.29,0.65,11.1
7.7,0.51,0.2,2.1,0.078,21.0,60.0,0.9962,3.14,1.08,9.4
11.4,0.35,0.55,2.0,0.06,22.0,33.0,0.99703,3.18,0.7,10.9
8.2,0.66,0.3,4.0,0.101,14.0,45.0,0.99699,3.22,1.16,11.0
11.5,0.26,0.61,1.8,0.087,13.0,73.0,0.99801,3.12,0.64,9.8
6.7,0.64,0.21,2.2,0.072,19.0,78.0,0.99607,3.56,0.76,10.9
8.5,0.49,0.26,2.7,0.092,9.0,40.0,0.99708,3.23,0.72,11.7
8.5,0.5,0.28,2.5,0.083,9.0,68.0,0.99801,3.32,0.49,9.7
12.4,0.31,0.58,2.5,0.079,9.0,30.0,0.99614,2.97,0.49,10.3
7.7,0.55,0.29,3.7,0.09,23.0,139.0,0.99807,3.25,0.57,9.5
12.1,0.35,0.65,3.3,0.112,11.0,23.0,1.00017,3.3,0.76,11.1
7.0,0.52,0.2,2.4,0.087,36.0,52.0,0.99403,3.3,0.71,12.7
7.3,0.37,0.14,1.3,0.034,30.0,28.0,0.99391,3.74,0.53,13.3
8.4,0.57,0.27,2.1,0.096,17.0,34.0,0.99792,3.35,0.62,9.7
10.7,0.54,0.41,2.4,0.084,11.0,27.0,0.99717,3.12,0.66,10.9
10.0,0.35,0.5,2.1,0.089,34.0,105.0,0.99786,3.08,0.79,10.0
7.1,0.85,0.05,2.5,0.081,26.0,66.0,0.99609,3.42,0.57,10.6
7.3,0.66,0.01,2.1,0.07,22.0,72.0,0.99604,3.13,0.54,9.0
7.6,0.66,0.38,2.5,0.069,10.0,45.0,0.99688,3.39,0.62,10.2
8.1,0.66,0.09,2.6,0.061,17.0,138.0,0.99806,3.39,0.58,9.4
8.9,0.32,0.55,3.9,0.063,4.0,13.0,0.99789,3.36,0.48,9.5
6.4,0.64,0.03,2.0,0.086,3.0,14.0,0.99497,3.49,0.78,11.3
7.7,0.62,0.17,2.4,0.065,20.0,22.0,0.99607,3.26,0.57,10.8
7.2,0.42,0.49,2.4,0.12,16.0,84.0,0.99709,3.37,0.75,9.4
7.0,0.66,0.01,1.9,0.071,17.0,23.0,0.99397,3.6,0.68,13.6
6.4,0.44,0.01,1.6,0.047,16.0,25.0,0.99511,3.57,0.65,10.4
7.0,0.4,0.1,2.8,0.073,10.0,28.0,0.99501,3.34,0.68,12.6
5.4,0.51,0.08,1.8,0.047,16.0,94.0,0.99185,3.52,0.54,9.8
12.0,0.4,0.64,1.8,0.094,6.0,34.0,0.99896,3.15,0.64,9.5
6.2,0.65,0.03,2.7,0.404,20.0,88.0,0.99609,3.47,0.7,9.4
8.2,0.35,0.4,1.9,0.084,22.0,33.0,0.99694,3.28,0.75,10.1
12.2,0.53,0.43,4.1,0.098,8.0,33.0,0.99724,2.97,0.6,10.6
8.0,0.55,0.32,1.8,0.058,29.0,54.0,0.99605,3.33,0.57,11.2
10.7,0.69,0.29,2.4,0.08,17.0,38.0,1.00219,3.24,0.65,9.0
10.1,0.55,0.24,4.1,0.075,18.0,94.0,0.9989,3.25,0.93,9.5
9.1,0.27,0.56,1.9,0.07,5.0,10.0,0.998,3.3,0.94,10.9
7.0,0.29,0.54,2.1,0.073,41.0,63.0,0.99397,3.54,0.85,12.9
8.4,0.57,0.11,2.6,0.055,18.0,28.0,0.99795,3.35,0.63,11.0
13.0,0.63,0.51,2.9,0.128,25.0,91.0,1.002,2.96,0.67,9.4
9.9,0.55,0.28,1.6,0.069,24.0,42.0,0.99711,3.36,0.67,9.5
9.0,1.09,0.09,1.9,0.074,5.0,55.0,0.99603,3.3,0.62,10.8
7.3,0.75,0.16,2.0,0.149,7.0,26.0,0.99693,3.58,0.62,10.5
7.7,0.6,0.11,2.2,0.073,10.0,13.0,0.996,3.42,0.66,9.9
6.7,0.55,0.05,2.4,0.088,4.0,13.0,0.99578,3.29,0.45,9.4
9.6,0.42,0.53,2.9,0.077,11.0,54.0,0.99793,3.29,2.0,11.8
8.7,0.57,0.25,2.4,0.064,12.0,17.0,0.99799,3.39,0.57,11.2
10.2,0.56,0.28,1.6,0.072,18.0,47.0,0.99602,3.09,0.56,10.9
7.7,0.5,0.38,1.7,0.09,23.0,36.0,0.9959,3.39,0.63,13.5
7.7,0.4,0.28,2.5,0.066,15.0,48.0,0.99603,3.32,0.52,9.9
7.6,0.93,0.04,1.9,0.095,14.0,27.0,0.997,3.36,0.57,10.4
12.4,0.61,0.5,2.0,0.07,12.0,111.0,0.99796,3.17,0.62,11.1
6.9,0.62,0.39,2.4,0.075,48.0,289.0,0.99604,3.32,0.64,9.7
7.8,0.48,0.54,2.0,0.098,11.0,56.0,0.99405,3.23,0.74,12.0
6.5,0.67,0.01,2.1,0.067,12.0,49.0,0.99693,3.74,0.57,10.0
7.5,0.52,0.15,1.8,0.056,10.0,35.0,0.99397,3.12,0.47,9.5
11.8,0.52,0.46,2.1,0.073,15.0,41.0,0.99619,3.08,0.57,9.7
12.3,0.42,0.6,2.4,0.062,24.0,31.0,1.0018,3.21,0.7,9.8
11.7,0.32,0.63,2.1,0.08,12.0,26.0,0.99617,3.21,0.57,11.9
7.1,0.6,0.27,2.0,0.092,25.0,44.0,0.99581,3.42,0.57,11.7
8.4,0.26,0.51,1.6,0.065,11.0,72.0,0.99686,3.55,0.6,11.7
10.6,0.33,0.69,8.0,0.076,5.0,30.0,0.99708,3.13,0.77,11.5
7.7,0.95,0.03,1.9,0.076,5.0,14.0,0.99593,3.24,0.55,10.9
10.8,0.58,0.44,1.7,0.073,12.0,81.0,1.00004,3.11,0.48,8.8
7.4,0.43,0.09,1.8,0.083,4.0,28.0,0.99587,3.17,0.68,9.6
8.0,0.4,0.34,4.6,0.083,3.0,9.0,0.99731,3.42,0.68,10.1
10.3,0.82,0.35,2.7,0.105,17.0,40.0,0.99704,3.29,0.66,12.3
7.8,0.68,0.08,2.3,0.071,17.0,38.0,0.99623,3.51,0.69,11.1
6.8,0.68,0.01,1.9,0.068,17.0,58.0,0.9948,3.41,0.42,9.8
9.2,0.6,0.5,1.9,0.086,9.0,34.0,0.99703,3.29,0.62,9.7
6.9,0.55,0.07,2.2,0.088,12.0,38.0,0.996,3.23,0.55,9.4
8.6,0.47,0.24,3.7,0.077,17.0,15.0,0.99793,3.4,0.49,10.5
7.9,0.29,0.5,2.3,0.051,10.0,60.0,0.99687,3.35,0.45,10.9
6.5,1.16,0.01,1.7,0.083,17.0,71.0,0.99512,3.5,0.56,10.8
8.3,0.34,0.22,2.8,0.046,6.0,29.0,0.99579,3.28,0.55,11.6
8.3,0.52,0.25,2.0,0.07,13.0,46.0,0.99692,3.41,0.75,10.7
7.1,0.61,0.22,2.0,0.064,29.0,130.0,0.9979,3.48,0.54,9.0
7.0,0.32,0.29,1.8,0.089,5.0,14.0,0.99328,3.19,0.61,10.5
8.3,0.57,0.49,2.3,0.168,14.0,23.0,0.99708,3.09,0.79,9.5
7.6,0.35,0.51,2.7,0.085,33.0,55.0,0.99495,3.23,0.51,11.4
9.0,0.59,0.25,2.2,0.087,13.0,40.0,0.99797,3.21,0.64,10.1
9.3,0.77,0.23,2.3,0.076,25.0,102.0,1.00004,3.35,0.54,9.0
11.1,0.27,0.49,2.8,0.069,7.0,26.0,0.99791,3.12,0.65,10.5
13.5,0.3,0.75,2.7,0.094,11.0,43.0,0.99696,2.79,0.82,10.9
7.0,0.41,0.37,1.5,0.229,9.0,22.0,0.99582,3.29,0.51,9.3
6.9,0.61,0.15,2.5,0.062,11.0,51.0,0.99598,3.32,0.5,10.5
7.6,0.39,0.37,4.6,0.092,32.0,75.0,0.99694,3.53,0.87,10.6
10.8,0.52,0.44,2.8,0.112,14.0,27.0,1.00005,3.22,0.45,9.5
7.2,0.83,0.06,2.7,0.087,4.0,24.0,0.99691,3.33,0.56,9.5
7.7,0.78,0.19,2.1,0.095,15.0,22.0,0.99617,3.33,0.72,10.8
9.9,0.32,0.24,2.6,0.057,12.0,39.0,0.99694,3.27,0.59,11.2
7.8,0.6,0.32,2.2,0.049,11.0,12.0,0.99488,3.51,0.51,11.9
9.0,0.77,0.49,2.3,0.077,26.0,75.0,0.99911,3.16,0.52,9.4
8.3,0.34,0.31,4.7,0.066,17.0,29.0,0.99693,3.09,0.47,9.5
8.7,0.44,0.51,2.4,0.079,15.0,24.0,0.99805,3.31,0.75,9.8
7.3,0.37,0.24,1.9,0.097,37.0,148.0,0.99587,3.34,0.56,10.4
7.8,0.83,0.28,2.4,0.084,5.0,43.0,0.99597,3.22,0.52,9.9
7.2,0.73,0.06,2.3,0.042,6.0,56.0,0.99516,3.65,0.43,13.2
6.9,0.42,0.47,2.2,0.104,16.0,90.0,0.99711,3.41,0.8,9.3
11.7,0.26,0.6,2.4,0.094,14.0,18.0,0.99994,3.08,0.75,9.5
8.9,0.36,0.42,2.2,0.074,12.0,49.0,0.99897,3.22,0.91,9.4
7.1,0.53,0.44,1.4,0.609,10.0,28.0,0.99491,3.11,0.65,9.7
7.2,0.57,0.26,2.0,0.083,12.0,34.0,0.99404,3.55,0.75,12.6
6.2,0.9,0.13,2.0,0.101,21.0,85.0,0.99596,3.38,0.51,9.4
8.5,0.4,0.19,2.3,0.07,6.0,14.0,0.99604,3.3,0.59,10.7
6.9,0.49,0.13,4.4,0.077,11.0,83.0,0.995,3.4,0.6,12.1
9.0,0.51,0.25,2.1,0.087,15.0,42.0,0.99602,3.37,0.66,11.5
10.3,0.62,0.17,4.3,0.057,4.0,25.0,0.99703,3.17,0.43,10.8
10.3,0.23,0.24,4.4,0.055,26.0,40.0,0.99899,3.34,0.6,10.4
7.8,0.41,0.3,1.4,0.063,6.0,24.0,0.99258,3.45,0.44,14.3
9.0,0.52,0.38,1.8,0.081,35.0,99.0,0.99592,3.32,0.72,12.0
8.4,0.51,0.23,1.6,0.077,11.0,59.0,0.99598,3.26,0.46,11.0
7.0,0.37,0.26,2.0,0.084,10.0,27.0,0.9969,3.34,0.66,9.8
6.5,0.54,0.13,2.6,0.059,26.0,48.0,0.99485,3.45,0.58,11.2
6.1,0.38,0.0,1.7,0.076,3.0,10.0,0.9951,3.71,0.79,10.9
5.7,0.66,0.02,2.1,0.096,14.0,50.0,0.99512,3.51,0.75,12.0
9.4,0.65,0.31,1.8,0.085,6.0,39.0,0.99885,3.19,0.99,9.3
11.2,0.42,0.49,2.4,0.08,11.0,30.0,0.99795,3.31,0.61,10.6
8.0,0.52,0.4,1.7,0.107,4.0,13.0,0.99691,3.28,0.61,9.6
7.4,0.55,0.07,1.8,0.069,33.0,56.0,0.99612,3.41,0.54,10.0
7.2,0.5,0.03,4.4,0.068,14.0,105.0,0.99693,3.37,0.6,9.6
10.0,0.34,0.25,2.3,0.051,4.0,8.0,0.99698,3.17,0.62,10.9
12.7,0.68,0.49,2.6,0.096,46.0,143.0,1.00314,3.12,0.75,9.6
8.6,0.81,0.23,2.7,0.076,3.0,23.0,0.99597,3.35,0.56,12.7
7.3,0.65,0.45,2.9,0.079,11.0,73.0,0.99406,3.16,0.59,11.0
8.0,0.42,0.24,2.0,0.042,18.0,113.0,0.99797,3.46,0.57,9.4
8.2,0.5,0.49,2.1,0.095,17.0,34.0,0.99492,3.49,0.65,12.7
8.7,0.26,0.32,2.2,0.073,4.0,15.0,0.99612,3.37,0.72,10.5
10.4,0.36,0.43,2.4,0.082,10.0,31.0,0.99793,3.28,0.54,10.1
10.2,0.4,0.66,2.4,0.104,8.0,50.0,0.99806,3.1,0.78,10.5
7.4,0.65,0.05,1.9,0.159,33.0,50.0,0.9971,3.36,0.96,9.4
5.5,0.79,0.0,2.1,0.066,32.0,29.0,0.99397,3.61,0.47,9.4
8.9,0.48,0.28,2.9,0.074,14.0,44.0,0.99691,3.32,0.55,11.8
9.4,0.61,0.38,2.3,0.081,6.0,24.0,0.999,3.34,0.56,9.2
5.2,0.61,0.0,2.3,0.074,31.0,135.0,0.99586,3.3,0.55,9.2
8.6,0.6,0.4,1.9,0.09,6.0,32.0,0.99894,3.31,0.74,9.5
8.5,0.42,0.38,2.3,0.098,7.0,14.0,0.99602,3.21,0.6,11.9
9.1,0.52,0.32,2.6,0.072,31.0,42.0,1.00007,3.48,0.63,9.5
10.8,0.49,0.51,2.4,0.078,9.0,32.0,0.9968,3.15,0.51,12.4
6.8,0.53,0.07,2.1,0.079,13.0,18.0,0.99593,3.39,0.63,12.7
8.0,0.46,0.41,3.2,0.089,10.0,39.0,0.99695,3.24,0.61,9.6
12.1,0.37,0.56,2.4,0.087,9.0,14.0,0.99709,3.08,1.01,12.9
7.4,0.61,0.2,1.9,0.082,14.0,28.0,0.99701,3.56,0.54,9.9
9.2,0.64,0.27,2.0,0.076,15.0,29.0,0.99692,3.19,0.65,10.4
7.6,0.41,0.18,2.8,0.079,22.0,56.0,0.99416,3.22,0.53,11.8
8.1,0.56,0.48,3.5,0.085,38.0,85.0,0.99698,3.22,0.6,10.5
7.8,0.65,0.09,2.1,0.071,3.0,22.0,0.99606,3.3,0.46,11.1
10.7,0.63,0.15,1.4,0.058,9.0,43.0,0.99692,3.36,0.5,10.5
10.6,0.22,0.49,2.5,0.069,6.0,19.0,0.99794,3.31,0.76,10.5
7.1,0.41,0.33,4.7,0.101,17.0,33.0,0.996,3.4,0.57,11.0
7.1,0.54,0.02,4.6,0.061,11.0,30.0,0.9979,3.5,0.56,9.4
7.7,0.53,0.54,2.1,0.097,20.0,38.0,0.9961,3.26,0.5,9.5
7.0,0.48,0.25,1.7,0.131,6.0,18.0,0.99705,3.59,0.67,9.8
7.3,0.43,0.13,1.5,0.06,12.0,39.0,0.99584,3.33,0.57,10.5
6.8,0.53,0.25,2.6,0.072,16.0,140.0,0.99595,3.34,0.65,10.8
7.8,0.27,0.48,2.8,0.097,12.0,24.0,0.9998,3.52,0.67,9.5
7.1,0.49,0.21,2.4,0.076,16.0,19.0,0.99606,3.56,0.65,10.9
6.8,0.68,0.01,1.5,0.072,16.0,89.0,0.99505,3.36,0.63,10.0
7.1,0.46,0.01,2.2,0.05,13.0,43.0,0.99399,3.42,0.43,11.5
8.1,0.23,0.55,2.3,0.066,19.0,37.0,0.99501,3.29,0.95,12.4
10.3,0.31,0.26,1.8,0.076,24.0,21.0,0.99614,3.54,0.55,11.8
7.8,0.49,0.38,2.2,0.085,16.0,25.0,0.99582,3.36,1.11,10.9
8.2,0.53,0.34,2.7,0.121,26.0,39.0,0.99599,3.31,1.58,10.8
10.0,0.41,0.52,2.1,0.106,10.0,12.0,0.99602,3.37,0.72,12.7
6.8,0.29,0.32,2.2,0.076,7.0,12.0,0.99582,3.37,0.8,12.0
8.5,0.27,0.25,2.3,0.091,10.0,14.0,0.99603,3.27,0.85,10.4
6.1,0.62,0.14,2.0,0.061,6.0,40.0,0.99398,3.42,0.56,11.0
7.4,0.52,0.02,1.7,0.094,19.0,37.0,0.99594,3.35,0.72,10.5
10.8,0.65,0.39,2.3,0.091,10.0,42.0,0.99902,3.16,0.55,9.4
6.7,0.64,0.01,1.9,0.052,13.0,23.0,0.99599,4.01,0.44,9.7
6.5,0.42,0.06,2.0,0.081,6.0,24.0,0.99408,3.41,0.57,10.8
7.5,0.2,0.41,1.8,0.091,33.0,90.0,0.99496,3.41,0.63,11.1
8.2,0.75,0.26,2.3,0.072,9.0,13.0,0.99792,3.36,0.55,10.9
7.2,0.42,0.46,5.3,0.092,11.0,23.0,0.99694,3.45,0.52,10.0
11.3,0.58,0.52,2.6,0.105,7.0,19.0,0.99899,3.22,0.71,10.6
8.6,0.48,0.36,3.8,0.074,22.0,63.0,0.9961,3.16,0.73,12.2
7.0,0.55,0.04,1.7,0.043,27.0,82.0,0.99416,3.23,0.57,9.5
6.9,0.62,0.26,3.6,0.102,10.0,65.0,0.9961,3.53,0.49,9.9
7.7,0.7,0.09,2.7,0.108,5.0,22.0,0.99516,3.34,0.58,10.8
7.7,0.69,0.11,2.5,0.085,12.0,19.0,0.997,3.33,0.59,10.1
10.5,0.41,0.6,2.2,0.077,9.0,53.0,0.99812,3.24,0.64,10.5
9.5,0.51,0.26,2.0,0.091,3.0,44.0,0.99711,3.1,0.51,9.1
11.2,0.33,0.48,2.0,0.079,10.0,19.0,0.99713,3.17,0.58,10.8
12.3,0.42,0.58,8.2,0.078,10.0,14.0,0.99807,3.12,0.86,12.0
8.7,0.64,0.28,1.8,0.088,5.0,7.0,0.99595,3.37,0.78,13.0
7.4,0.57,0.34,2.4,0.082,7.0,87.0,0.99596,3.3,0.73,11.1
9.1,0.47,0.56,2.9,0.229,31.0,40.0,0.99897,3.37,0.66,10.9
7.2,0.66,0.45,2.2,0.079,3.0,10.0,0.99595,3.3,0.66,10.6
7.8,0.43,0.32,2.9,0.084,15.0,19.0,0.996,3.29,0.48,10.2
10.6,0.36,0.58,2.0,0.081,10.0,91.0,0.99802,3.18,0.65,10.2
7.0,0.53,0.02,1.6,0.089,6.0,11.0,0.99615,3.55,0.62,9.6
10.3,0.24,0.74,2.8,0.062,3.0,41.0,0.99708,3.3,0.55,11.9
10.9,0.46,0.22,2.6,0.21,18.0,18.0,0.99722,3.15,0.43,9.7
8.0,0.29,0.49,2.1,0.078,19.0,50.0,0.99597,3.25,0.53,10.9
9.4,0.54,0.25,2.5,0.08,5.0,13.0,0.99885,3.22,0.53,9.4
6.3,0.62,0.0,2.0,0.072,21.0,32.0,0.99406,3.49,0.74,12.8
5.0,0.68,0.0,1.9,0.084,32.0,98.0,0.99489,3.73,0.58,10.5
8.6,0.42,0.49,2.5,0.083,23.0,115.0,0.994,3.19,0.52,12.0
